Term,Session,Class Nbr,Acad Group,Subject,Course Number,Section,Min Units,Max Units,Enrl Stat,Class Stat,Cap Enrl,Req Rm Cap,Tot Enrl,Wait Cap,Wait Tot,Auto Enrol,Start Date,End Date,Start,End,Mtg Start,Mtg End,Mon,Tues,Wed,Thu,Fri,Sat,Sun,Building,Room,Location,Course Title,Instructor Name,Room Char,Mode
2223,1,31995,SS&E,EDSP,5540,60,3.00,3.00,Open,Active,30,30,8,10,0,Y,1/24/2022,5/20/2022,1,1,4:30:00 PM,7:00:00 PM,,,,,,,,WEB,ON-LINE,BKSFLD,Field Experience in Early Inte,"Cortez,Brian Ramon",96,OL
2223,1,31442,A&H,ART,1009,60,3.00,3.00,Open,Active,45,45,30,45,0,Y,1/24/2022,5/20/2022,1,1,1:00:00 PM,1:51:00 PM,M,,W,,,,,WEB,ON-LINE,BKSFLD,Prac & Apprec of the Visual Ar,"Costello,Kate M",96,OL
2223,1,31443,A&H,ART,1009,61,3.00,3.00,Open,Active,45,45,30,45,0,Y,1/24/2022,5/20/2022,1,1,1:51:00 PM,2:40:00 PM,M,,W,,,,,WEB,ON-LINE,BKSFLD,Prac & Apprec of the Visual Ar,"Costello,Kate M",96,OL
2223,1,31447,A&H,ART,1009,62,3.00,3.00,Open,Active,45,45,38,45,0,Y,1/24/2022,5/20/2022,1,1,3:00:00 PM,3:50:00 PM,M,,W,,,,,WEB,ON-LINE,BKSFLD,Prac & Apprec of the Visual Ar,"Costello,Kate M",96,OL
2223,1,31448,A&H,ART,1009,63,3.00,3.00,Open,Active,45,45,38,45,0,Y,1/24/2022,5/20/2022,1,1,3:51:00 PM,4:40:00 PM,M,,W,,,,,WEB,ON-LINE,BKSFLD,Prac & Apprec of the Visual Ar,"Costello,Kate M",96,OL
2223,1,31485,A&H,ART,1009,80,3.00,3.00,Open,Active,45,45,29,45,0,Y,1/24/2022,5/20/2022,1,1,10:00:00 AM,10:50:00 AM,,T,,R,,,,WEB,ON-LINE,BKSFLD,Prac & Apprec of the Visual Ar,"Costello,Kate M",96,OL
2223,1,31486,A&H,ART,1009,81,3.00,3.00,Open,Active,45,45,29,45,0,Y,1/24/2022,5/20/2022,1,1,10:51:00 AM,11:40:00 AM,,T,,R,,,,WEB,ON-LINE,BKSFLD,Prac & Apprec of the Visual Ar,"Costello,Kate M",96,OL
2223,1,32473,NSM,GEOL,4150,60,4.00,4.00,Open,Active,24,24,8,10,0,Y,1/24/2022,5/20/2022,1,1,5:00:00 PM,7:30:00 PM,M,,,,,,,WEB,ON-LINE,BKSFLD,Applied GIS,"Cotton,Jason Lael",96,OL
2223,1,32474,NSM,GEOL,4150,61,4.00,4.00,Open,Active,24,24,8,10,0,Y,1/24/2022,5/20/2022,1,2,7:30:00 PM,10:00:00 PM,M,,,,,,,WEB,ON-LINE,BKSFLD,Applied GIS,"Cotton,Jason Lael",96,OL
2223,EUD,32715,NSM,SCI,3329,126,3.00,3.00,Open,Active,30,30,25,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,OLP,Water and the West,"Cotton,Jason Lael",96,OL
2223,1,32583,NSM,SCI,3329,61,3.00,3.00,Closed,Active,80,80,80,20,1,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Water and the West,"Cotton,Jason Lael",96,OL
2223,1,32416,NSM,GEOL,1009,83,3.00,3.00,Open,Active,24,24,7,10,0,Y,1/24/2022,5/20/2022,1,1,1:00:00 PM,3:30:00 PM,,,W,,,,,WEB,ON-LINE,BKSFLD,How the Earth Works,"Crewdson,Robert A",96,OL
2223,1,32444,NSM,GEOL,3060,60,4.00,4.00,Open,Active,24,24,11,10,0,Y,1/24/2022,5/20/2022,1,1,3:30:00 PM,4:45:00 PM,M,,W,,,,,WEB,ON-LINE,BKSFLD,Applied Geochemistry,"Crewdson,Robert A",96,OL
2223,1,32446,NSM,GEOL,3060,61,4.00,4.00,Open,Active,24,24,11,10,0,Y,1/24/2022,5/20/2022,0,1,9:00:00 AM,11:30:00 AM,,T,,,,,,WEB,ON-LINE,BKSFLD,Applied Geochemistry,"Crewdson,Robert A",96,OL
2223,1,32137,NSM,CMPS,3560,01,3.00,3.00,Closed,Active,35,35,35,15,2,Y,1/24/2022,5/20/2022,1,1,4:00:00 PM,4:50:00 PM,M,,W,,,,,SCI III,315,BKSFLD,Artificial Intelligence,"Cruz,Alberto C",,HY
2223,1,32138,NSM,CMPS,3560,02,3.00,3.00,Closed,Active,35,35,35,15,2,Y,1/24/2022,5/20/2022,1,1,4:00:00 PM,6:30:00 PM,,T,,,,,,SCI III,315,BKSFLD,Artificial Intelligence,"Cruz,Alberto C",,HY
2223,1,32155,NSM,CMPS,3620,01,4.00,4.00,Closed,Active,35,35,35,15,10,Y,1/24/2022,5/20/2022,1,1,2:30:00 PM,3:45:00 PM,M,,W,,,,,SCI III,315,BKSFLD,Computer Networks,"Cruz,Alberto C",,HY
2223,1,32156,NSM,CMPS,3620,02,4.00,4.00,Closed,Active,35,35,35,15,10,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Computer Networks,"Cruz,Alberto C",,OL
2223,1,33179,SS&E,EDLD,6750,60,3.00,3.00,Open,Active,30,30,0,0,0,N,1/29/2022,1/29/2022,0,1,9:00:00 AM,3:00:00 PM,,,,,,S,,WEB,ON-LINE,BKSFLD,Applied Theories of Justice,"Cruz-Boone,Chris A",96,OL
2223,1,33179,SS&E,EDLD,6750,60,3.00,3.00,Open,Active,30,30,0,0,0,N,2/12/2022,2/12/2022,0,1,9:00:00 AM,3:00:00 PM,,,,,,S,,WEB,ON-LINE,BKSFLD,Applied Theories of Justice,"Cruz-Boone,Chris A",96,OL
2223,1,33179,SS&E,EDLD,6750,60,3.00,3.00,Open,Active,30,30,0,0,0,N,2/26/2022,2/26/2022,0,1,9:00:00 AM,3:00:00 PM,,,,,,S,,WEB,ON-LINE,BKSFLD,Applied Theories of Justice,"Cruz-Boone,Chris A",96,OL
2223,1,33179,SS&E,EDLD,6750,60,3.00,3.00,Open,Active,30,30,0,0,0,N,3/12/2022,3/12/2022,0,1,9:00:00 AM,3:00:00 PM,,,,,,S,,WEB,ON-LINE,BKSFLD,Applied Theories of Justice,"Cruz-Boone,Chris A",96,OL
2223,1,33179,SS&E,EDLD,6750,60,3.00,3.00,Open,Active,30,30,0,0,0,N,3/26/2022,3/26/2022,0,1,9:00:00 AM,3:00:00 PM,,,,,,S,,WEB,ON-LINE,BKSFLD,Applied Theories of Justice,"Cruz-Boone,Chris A",96,OL
2223,1,33179,SS&E,EDLD,6750,60,3.00,3.00,Open,Active,30,30,0,0,0,N,4/9/2022,4/9/2022,0,1,9:00:00 AM,3:00:00 PM,,,,,,S,,WEB,ON-LINE,BKSFLD,Applied Theories of Justice,"Cruz-Boone,Chris A",96,OL
2223,1,33179,SS&E,EDLD,6750,60,3.00,3.00,Open,Active,30,30,0,0,0,N,4/23/2022,4/23/2022,0,1,9:00:00 AM,3:00:00 PM,,,,,,S,,WEB,ON-LINE,BKSFLD,Applied Theories of Justice,"Cruz-Boone,Chris A",96,OL
2223,1,33179,SS&E,EDLD,6750,60,3.00,3.00,Open,Active,30,30,0,0,0,N,5/7/2022,5/7/2022,0,1,9:00:00 AM,3:00:00 PM,,,,,,S,,WEB,ON-LINE,BKSFLD,Applied Theories of Justice,"Cruz-Boone,Chris A",96,OL
2223,1,32165,NSM,CMPS,3650,60,4.00,4.00,Open,Active,35,35,22,15,0,Y,1/24/2022,5/20/2022,1,1,5:30:00 PM,6:45:00 PM,M,,W,,,,,WEB,ON-LINE,BKSFLD,Digital Forensics,"Danforth,Melissa B",,OL
2223,1,32166,NSM,CMPS,3650,61,4.00,4.00,Open,Active,35,35,22,15,0,Y,1/24/2022,5/20/2022,1,1,3:00:00 PM,5:30:00 PM,,,,,F,,,SCI III,240,BKSFLD,Digital Forensics,"Danforth,Melissa B",,HY
2223,1,33202,NSM,CMPS,4890,41,4.00,4.00,Closed,Active,1,30,1,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,,,BKSFLD,Experiential Prior Learning,"Danforth,Melissa B",,P
2223,1,31981,BPA,PPA,2008,60,3.00,3.00,Closed,Active,45,45,45,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,American Govt & Public Admin,"Daniels,R. Steven",96,OL
2223,1,31744,BPA,PPA,4038,01,3.00,3.00,Open,Active,30,30,14,0,0,N,1/24/2022,5/20/2022,1,1,2:30:00 PM,3:45:00 PM,M,,W,,,,,DDH,105H,BKSFLD,Public Pol Making Process,"Daniels,R. Steven",32,P
2223,1,31797,BPA,PPA,4620,01,3.00,3.00,Open,Active,20,40,7,0,0,N,1/24/2022,5/20/2022,1,2,5:45:00 PM,8:15:00 PM,,,,R,,,,DDH,103E,BKSFLD,Intro to Emergency Management,"Daniels,R. Steven",32,P
2223,1,31750,BPA,PPA,5020,01,3.00,3.00,Open,Active,36,36,16,0,0,N,1/24/2022,5/20/2022,1,2,5:45:00 PM,8:15:00 PM,M,,,,,,,DDH,102G,BKSFLD,Program Evaluation,"Daniels,R. Steven",32,P
2223,1,31799,BPA,PPA,5620,01,3.00,3.00,Open,Active,20,40,9,0,0,N,1/24/2022,5/20/2022,1,2,5:45:00 PM,8:15:00 PM,,,,R,,,,DDH,103E,BKSFLD,Emergency Management,"Daniels,R. Steven",32,P
2223,1,31778,BPA,ECON,2200,03,4.00,4.00,Open,Active,45,45,8,0,0,N,1/24/2022,5/20/2022,1,2,7:00:00 PM,8:15:00 PM,M,,W,,,,,BDC,163B,BKSFLD,Quant Tools for Bus & Econ,"Davis,Sean Michael",09,P
2223,1,31779,BPA,ECON,2200,04,4.00,4.00,Open,Active,45,45,8,0,0,N,1/24/2022,5/20/2022,2,2,8:15:00 PM,9:45:00 PM,M,,W,,,,,BDC,163B,BKSFLD,Quant Tools for Bus & Econ,"Davis,Sean Michael",09,P
2223,1,32228,A&H,ENGL, 950,01,1.00,1.00,Open,Active,25,25,8,25,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Critical Reading,"De La Mater,Christopher James",96,OL
2223,1,32229,A&H,ENGL,1100,01,3.00,3.00,Open,Active,25,25,8,25,0,Y,1/24/2022,5/20/2022,1,1,10:00:00 AM,11:15:00 AM,,T,,R,,,,DDH,103G,BKSFLD,Critical Reading and Writing,"De La Mater,Christopher James",32,P
2223,1,31717,BPA,ECON,2018,02,3.00,3.00,Closed,Active,45,45,45,0,0,N,1/24/2022,5/20/2022,1,1,1:00:00 PM,2:15:00 PM,,T,,R,,,,SCI II,179,BKSFLD,Essentials of Micro-Economics,"Deal,John",32,P
2223,1,31776,BPA,ECON,2200,01,4.00,4.00,Open,Active,45,45,24,0,0,N,1/24/2022,5/20/2022,0,0,8:00:00 AM,8:50:00 AM,M,,W,,F,,,BDC,163B,BKSFLD,Quant Tools for Bus & Econ,"Deal,John",09,P
2223,1,31777,BPA,ECON,2200,02,4.00,4.00,Open,Active,45,45,24,0,0,N,1/24/2022,5/20/2022,0,0,8:50:00 AM,9:50:00 AM,M,,W,,F,,,BDC,163B,BKSFLD,Quant Tools for Bus & Econ,"Deal,John",09,P
2223,1,31820,BPA,ECON,3610,01,3.00,3.00,Open,Active,35,35,30,0,0,N,1/24/2022,5/20/2022,1,1,11:30:00 AM,12:45:00 PM,,T,,R,,,,BDC,165B,BKSFLD,History of Economic Thought,"Deal,John",32,P
2223,1,31831,BPA,ECON,4908,01,4.00,4.00,Open,Active,35,35,21,0,0,N,1/24/2022,5/20/2022,1,2,7:00:00 PM,9:30:00 PM,,,W,,,,,SCI II,180,BKSFLD,Senior Project,"Deal,John",32,P
2223,1,32402,A&H,ENGL,4750,01,3.00,3.00,Open,Active,30,30,2,30,0,Y,1/24/2022,5/20/2022,1,1,1:00:00 PM,2:15:00 PM,M,,W,,,,,DDH,101K,BKSFLD,Calliope Editing Non-Fiction,"Dell'Amico,Carol A",32,P
2223,1,32403,A&H,ENGL,5370,01,3.00,3.00,Open,Active,30,30,11,30,0,Y,1/24/2022,5/20/2022,1,2,5:30:00 PM,8:00:00 PM,,,,R,,,,SCI III,102,BKSFLD,Modern British Novel,"Dell'Amico,Carol A",32,P
2223,1,33131,A&H,ENGL,6710,40,3.00,3.00,Closed,Active,0,30,2,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Comprehensive Examination,"Dell'Amico,Carol A",96,IS
2223,1,33132,A&H,ENGL,6720,40,3.00,3.00,Closed,Active,0,30,0,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Thesis,"Dell'Amico,Carol A",96,IS
2223,1,31900,A&H,HIST,1418,60,3.00,3.00,Open,Active,90,90,82,45,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,"World Hist, Pre-Hist to 1500","Dhada,Mustafah",96,OL
2223,1,31902,A&H,HIST,2000,60,3.00,3.00,Open,Active,45,45,23,25,0,Y,1/24/2022,5/20/2022,1,1,2:30:00 PM,3:45:00 PM,,T,,R,,,,WEB,ON-LINE,BKSFLD,Historian's Craft,"Dhada,Mustafah",96,OL
2223,1,31910,A&H,HIST,3440,60,3.00,3.00,Closed,Active,35,35,35,15,0,Y,1/24/2022,5/20/2022,1,1,1:00:00 PM,2:15:00 PM,,T,,R,,,,WEB,ON-LINE,BKSFLD,African Decolonization,"Dhada,Mustafah",96,OL
2223,1,31524,SS&E,LBST,3300,62,3.00,3.00,Closed,Active,40,40,40,15,2,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Educational Policy & Diversity,"Diller,Marselline Anne",96,OL
2223,1,31533,SS&E,LBST,4908,60,1.00,1.00,Open,Active,35,35,26,10,0,Y,1/24/2022,5/20/2022,1,1,4:00:00 PM,4:40:00 PM,,,W,,,,,WEB,ON-LINE,BKSFLD,Senior Seminar,"Diller,Marselline Anne",96,OL
2223,1,31534,SS&E,LBST,4908,61,1.00,1.00,Closed,Active,40,40,40,10,1,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Senior Seminar,"Diller,Marselline Anne",96,OL
2223,1,31535,SS&E,LBST,4908,62,1.00,1.00,Closed,Active,40,40,40,10,1,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Senior Seminar,"Diller,Marselline Anne",96,OL
2223,1,31536,SS&E,LBST,4908,63,1.00,1.00,Closed,Active,40,40,40,10,1,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Senior Seminar,"Diller,Marselline Anne",96,OL
2223,1,31537,SS&E,LBST,4908,70,1.00,1.00,Closed,Active,15,15,15,5,4,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Senior Seminar,"Diller,Marselline Anne",96,OL
2223,1,31538,SS&E,LBST,4908,75,1.00,1.00,Open,Active,25,25,13,10,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,AV,Senior Seminar,"Diller,Marselline Anne",96,OL
2223,1,31887,A&H,HIST,1218,03,3.00,3.00,Open,Active,90,90,11,40,0,Y,1/24/2022,5/20/2022,0,0,8:30:00 AM,9:45:00 AM,,T,,R,,,,HUM,1107,BKSFLD,Survey of US History to 1877,"Dodd,Douglas W",32,P
2223,1,31947,A&H,HIST,5130,01,3.00,3.00,Open,Active,15,15,5,0,0,Y,1/24/2022,5/20/2022,1,2,5:30:00 PM,8:00:00 PM,,,W,,,,,DDH,100G,BKSFLD,Reading Semnr in American West,"Dodd,Douglas W",32,P
2223,1,32622,NSM,BIOL,2210,01,4.00,4.00,Closed,Active,120,120,120,25,20,Y,1/24/2022,5/20/2022,1,1,1:00:00 PM,2:15:00 PM,,T,,R,,,,BDC,153B,BKSFLD,Human Anatomy,"Dodenhoff,Danielle J",32,P
2223,1,32625,NSM,BIOL,2210,02,4.00,4.00,Closed,Active,24,24,24,5,4,Y,1/24/2022,5/20/2022,1,1,10:00:00 AM,12:30:00 PM,M,,,,,,,SCI I,208,BKSFLD,Human Anatomy,"Dodenhoff,Danielle J",,P
2223,1,32626,NSM,BIOL,2210,03,4.00,4.00,Open,Active,24,24,21,5,5,Y,1/24/2022,5/20/2022,1,1,1:00:00 PM,3:30:00 PM,M,,,,,,,SCI I,208,BKSFLD,Human Anatomy,"Dodenhoff,Danielle J",,P
2223,1,32627,NSM,BIOL,2210,04,4.00,4.00,Closed,Active,24,24,24,5,5,Y,1/24/2022,5/20/2022,1,1,10:00:00 AM,12:30:00 PM,,,W,,,,,SCI I,208,BKSFLD,Human Anatomy,"Dodenhoff,Danielle J",,P
2223,1,32629,NSM,BIOL,2210,05,4.00,4.00,Open,Active,24,24,23,5,5,Y,1/24/2022,5/20/2022,1,1,1:00:00 PM,3:30:00 PM,,,W,,,,,SCI I,208,BKSFLD,Human Anatomy,"Dodenhoff,Danielle J",,P
2223,1,32628,NSM,BIOL,2210,06,4.00,4.00,Closed,Active,24,24,28,5,1,Y,1/24/2022,5/20/2022,1,1,10:00:00 AM,12:30:00 PM,,,,R,,,,SCI I,208,BKSFLD,Human Anatomy,"Dodenhoff,Danielle J",,P
2223,1,32829,NSM,SCI,3019,01,3.00,3.00,Open,Active,60,60,28,20,0,Y,1/24/2022,5/20/2022,1,1,2:30:00 PM,3:45:00 PM,,T,,R,,,,SCI II,179,BKSFLD,Revolutionary Ideas for Human,"Dodenhoff,Danielle J",32,P
2223,1,31483,A&H,ART,1009,01,3.00,3.00,Open,Active,36,36,30,36,0,Y,1/24/2022,5/20/2022,0,0,8:00:00 AM,8:50:00 AM,,T,,R,,,,FA,200,BKSFLD,Prac & Apprec of the Visual Ar,"Dominick,Andrew B",32,P
2223,1,31484,A&H,ART,1009,02,3.00,3.00,Open,Active,36,36,30,36,0,Y,1/24/2022,5/20/2022,0,0,8:51:00 AM,9:40:00 AM,,T,,R,,,,FA,200,BKSFLD,Prac & Apprec of the Visual Ar,"Dominick,Andrew B",32,P
2223,1,31487,A&H,ART,1009,03,3.00,3.00,Open,Active,36,36,26,36,0,Y,1/24/2022,5/20/2022,1,1,1:00:00 PM,1:50:00 PM,,T,,R,,,,FA,200,BKSFLD,Prac & Apprec of the Visual Ar,"Dominick,Andrew B",32,P
2223,1,31488,A&H,ART,1009,04,3.00,3.00,Open,Active,36,36,26,36,0,Y,1/24/2022,5/20/2022,1,1,1:51:00 PM,2:40:00 PM,,T,,R,,,,FA,200,BKSFLD,Prac & Apprec of the Visual Ar,"Dominick,Andrew B",32,P
2223,1,31513,A&H,ART,2300,01,3.00,3.00,Open,Active,18,18,13,18,0,Y,1/24/2022,5/20/2022,1,1,10:00:00 AM,10:50:00 AM,,T,,R,,,,VA,102,BKSFLD,3D Foundation,"Dominick,Andrew B",32,P
2223,1,31514,A&H,ART,2300,02,3.00,3.00,Open,Active,18,18,13,18,0,Y,1/24/2022,5/20/2022,1,1,10:51:00 AM,12:05:00 PM,,T,,R,,,,VA,102,BKSFLD,3D Foundation,"Dominick,Andrew B",32,P
2223,1,32603,NSM,BIOL,2110,01,4.00,4.00,Open,Active,72,72,55,15,0,Y,1/24/2022,5/20/2022,1,1,2:30:00 PM,3:45:00 PM,M,,W,,,,,HUM,1109,BKSFLD,Introductory Biology - Animals,"Doty,Anna C",32,P
2223,1,32604,NSM,BIOL,2110,02,4.00,4.00,Open,Active,24,24,22,5,0,Y,1/24/2022,5/20/2022,1,1,4:00:00 PM,6:30:00 PM,M,,,,,,,SCI I,221,BKSFLD,Introductory Biology - Animals,"Doty,Anna C",,P
2223,1,32605,NSM,BIOL,2110,03,4.00,4.00,Open,Active,24,24,12,5,0,Y,1/24/2022,5/20/2022,1,1,4:00:00 PM,6:30:00 PM,,,W,,,,,SCI I,221,BKSFLD,Introductory Biology - Animals,"Doty,Anna C",,P
2223,1,32607,NSM,BIOL,2110,04,4.00,4.00,Open,Active,24,24,21,5,0,Y,1/24/2022,5/20/2022,1,1,1:00:00 PM,3:30:00 PM,,T,,,,,,SCI I,221,BKSFLD,Introductory Biology - Animals,"Doty,Anna C",,P
2223,1,32758,NSM,BIOL,3020,01,3.00,3.00,Open,Active,68,68,53,15,0,Y,1/24/2022,5/20/2022,1,1,4:00:00 PM,5:15:00 PM,,T,,R,,,,HUM,1109,BKSFLD,General Physiology,"Doty,Anna C",32,P
2223,1,32500,NSM,GEOL,5200,60,2.00,2.00,Open,Active,24,24,2,10,0,Y,1/24/2022,5/20/2022,1,1,5:00:00 PM,6:40:00 PM,M,,,,,,,WEB,ON-LINE,BKSFLD,Advanced Prof Development,"Drennan,Larry E",96,OL
2223,1,31002,SS&E,SOC,1008,60,3.00,3.00,Open,Active,45,45,33,20,0,Y,1/24/2022,5/20/2022,0,0,8:30:00 AM,9:45:00 AM,,T,,R,,,,WEB,ON-LINE,BKSFLD,Introduction to Sociology,"Dugan,Rhonda E",96,OL
2223,1,31068,SS&E,SOC,3320,60,3.00,3.00,Closed,Active,30,30,30,20,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,African Experience in the U.S.,"Dugan,Rhonda E",96,OL
2223,1,31069,SS&E,SOC,3320,65,3.00,3.00,Open,Active,10,10,5,20,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,AV,African Experience in the U.S.,"Dugan,Rhonda E",96,OL
2223,1,31088,SS&E,SOC,4210,60,3.00,3.00,Closed,Active,25,25,25,5,5,Y,1/24/2022,5/20/2022,1,1,1:00:00 PM,2:15:00 PM,,T,,R,,,,WEB,ON-LINE,BKSFLD,Qualitative Research Methods,"Dugan,Rhonda E",96,OL
2223,1,31422,SS&E,EDTE,4200,02,3.00,3.00,Open,Active,40,40,15,10,0,Y,1/24/2022,5/20/2022,1,2,5:30:00 PM,8:00:00 PM,,,,R,,,,EDUC,128,BKSFLD,Technology for Educators,"Duncan,Brandon Scott",09,P
2223,1,31432,SS&E,EDTE,4200,70,3.00,3.00,Closed,Active,25,25,25,10,1,Y,1/24/2022,5/20/2022,1,2,5:30:00 PM,8:00:00 PM,,,W,,,,,WEB,ON-LINE,BKSFLD,Technology for Educators,"Duncan,Brandon Scott",96,OL
2223,1,31433,SS&E,EDTE,4200,75,3.00,3.00,Open,Active,15,15,1,5,0,Y,1/24/2022,5/20/2022,1,2,5:30:00 PM,8:00:00 PM,,,W,,,,,WEB,ON-LINE,AV,Technology for Educators,"Duncan,Brandon Scott",96,OL
2223,1,31588,SS&E,KINE,1537,01,1.00,1.00,Open,Active,20,30,19,4,0,Y,1/24/2022,5/20/2022,0,0,9:00:00 AM,9:50:00 AM,M,,W,,,,,SRC,166,BKSFLD,Climbing 101,"Dunn,Branden",96,P
2223,1,31255,SS&E,PSYC,3638,60,3.00,3.00,Closed,Active,45,30,45,50,11,Y,1/24/2022,5/20/2022,1,1,5:30:00 PM,6:45:00 PM,M,,W,,,,,WEB,ON-LINE,BKSFLD,The Psyc of Sexual Orientation,"Duran,Anne B",96,OL
2223,1,31261,SS&E,PSYC,4260,60,3.00,3.00,Closed,Active,18,30,18,50,10,Y,1/24/2022,5/20/2022,1,1,2:30:00 PM,3:45:00 PM,,T,,R,,,,WEB,ON-LINE,BKSFLD,Social Psychology Lab,"Duran,Anne B",96,OL
2223,1,31262,SS&E,PSYC,4260,61,3.00,3.00,Closed,Active,18,30,22,50,3,Y,1/24/2022,5/20/2022,1,1,5:30:00 PM,6:45:00 PM,,T,,R,,,,WEB,ON-LINE,BKSFLD,Social Psychology Lab,"Duran,Anne B",96,OL
2223,1,31281,SS&E,PSYC,4908,60,3.00,3.00,Closed,Active,10,30,19,50,14,Y,1/24/2022,5/20/2022,1,1,2:30:00 PM,3:45:00 PM,M,,W,,,,,WEB,ON-LINE,BKSFLD,Senior Seminar,"Duran,Anne B",96,OL
2223,1,32929,NSM,PHYS,2220,60,4.00,4.00,Open,Active,30,30,19,15,0,Y,1/24/2022,5/20/2022,1,1,2:30:00 PM,3:45:00 PM,,T,,R,,,,WEB,ON-LINE,BKSFLD,Calc-Based Physics II,"Dzyubenko,Galina",96,OL
2223,1,32930,NSM,PHYS,2220,61,4.00,4.00,Open,Active,15,15,10,7,0,Y,1/24/2022,5/20/2022,1,1,1:00:00 PM,3:30:00 PM,M,,,,,,,WEB,ON-LINE,BKSFLD,Calc-Based Physics II,"Dzyubenko,Galina",96,OL
2223,1,32931,NSM,PHYS,2220,62,4.00,4.00,Open,Active,15,15,9,7,0,Y,1/24/2022,5/20/2022,1,1,4:00:00 PM,6:30:00 PM,,T,,,,,,WEB,ON-LINE,BKSFLD,Calc-Based Physics II,"Dzyubenko,Galina",96,OL
2223,1,32933,NSM,PHYS,2220,64,4.00,4.00,Closed,Active,15,15,15,7,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Calc-Based Physics II,"Dzyubenko,Galina",96,OL
2223,1,32934,NSM,PHYS,2220,80,4.00,4.00,Closed,Active,15,15,15,7,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Calc-Based Physics II,"Dzyubenko,Galina",96,OL
2223,1,32935,NSM,PHYS,2221,60,1.00,1.00,Open,Active,40,40,1,20,0,Y,1/24/2022,5/20/2022,1,1,4:00:00 PM,4:50:00 PM,M,,,,,,,WEB,ON-LINE,BKSFLD,Physics for Scientists and Eng,"Dzyubenko,Galina",96,OL
2223,1,32915,NSM,PHYS,2210,60,4.00,4.00,Open,Active,36,36,30,12,0,Y,1/24/2022,5/20/2022,1,1,4:00:00 PM,5:15:00 PM,M,,W,,,,,WEB,ON-LINE,BKSFLD,Calc-Based Physics I,"Dzyubenko,Sasha B",96,OL
2223,1,32916,NSM,PHYS,2210,61,4.00,4.00,Closed,Active,12,12,12,4,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Calc-Based Physics I,"Dzyubenko,Sasha B",96,OL
2223,1,32917,NSM,PHYS,2210,62,4.00,4.00,Open,Active,12,12,8,4,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Calc-Based Physics I,"Dzyubenko,Sasha B",96,OL
2223,1,32918,NSM,PHYS,2210,63,4.00,4.00,Open,Active,12,12,10,4,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Calc-Based Physics I,"Dzyubenko,Sasha B",96,OL
2223,1,32832,A&H,SPAN,3200,60,3.00,3.00,Closed,Active,20,20,20,20,1,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Spanish Linguistics,"Eaton,Rachel M",96,OL
2223,1,32577,A&H,PHIL,1019,05,3.00,3.00,Open,Active,35,35,26,15,0,Y,1/24/2022,5/20/2022,1,1,2:30:00 PM,3:45:00 PM,M,,W,,,,,DDH,103H,BKSFLD,Critical Thinking,"Echeverria,Ana C",32,HY
2223,1,32577,A&H,PHIL,1019,05,3.00,3.00,Open,Active,35,35,26,15,0,Y,1/24/2022,5/20/2022,1,1,2:30:00 PM,3:45:00 PM,M,,W,,,,,WEB,ON-LINE,BKSFLD,Critical Thinking,"Echeverria,Ana C",32,HY
2223,1,32608,A&H,PHIL,1019,07,3.00,3.00,Open,Active,35,35,34,15,0,Y,1/24/2022,5/20/2022,1,1,11:30:00 AM,12:45:00 PM,,T,,R,,,,DDH,103K,BKSFLD,Critical Thinking,"Echeverria,Ana C",32,HY
