Term,Session,Class Nbr,Acad Group,Subject,Course Number,Section,Min Units,Max Units,Enrl Stat,Class Stat,Cap Enrl,Req Rm Cap,Tot Enrl,Wait Cap,Wait Tot,Auto Enrol,Start Date,End Date,Start,End,Mtg Start,Mtg End,Mon,Tues,Wed,Thu,Fri,Sat,Sun,Building,Room,Location,Course Title,Instructor Name,Room Char,Mode
2223,1,31961,BPA,ACCT,2200,03,3.00,3.00,Open,Active,45,45,9,0,0,N,1/24/2022,5/20/2022,1,2,7:00:00 PM,8:15:00 PM,M,,W,,,,,BDC,156B,BKSFLD,Financial Reporting & Acct,,32,P
2223,1,32042,BPA,ACCT,2200,04,3.00,3.00,Open,Active,45,45,8,0,0,N,1/24/2022,5/20/2022,1,2,7:00:00 PM,8:15:00 PM,,T,,R,,,,DDH,103H,BKSFLD,Financial Reporting & Acct,,32,P
2223,1,31970,BPA,ACCT,3010,30,3.00,3.00,Open,Active,45,45,4,0,0,N,1/24/2022,5/20/2022,1,2,7:00:00 PM,8:15:00 PM,M,,W,,,,,CSUB-AV,119,AV,Intermediate Accounting II,,32,P
2223,1,31635,A&H,ART,3310,01,3.00,3.00,Closed,Active,15,15,15,15,7,Y,1/24/2022,5/20/2022,1,1,10:00:00 AM,10:50:00 AM,M,,W,,,,,VA,101,BKSFLD,Ceramics,,32,P
2223,1,31647,A&H,ART,3310,02,3.00,3.00,Closed,Active,15,15,15,15,7,Y,1/24/2022,5/20/2022,1,1,10:51:00 AM,12:05:00 PM,M,,W,,,,,VA,101,BKSFLD,Ceramics,,32,P
2223,1,31650,A&H,ART,3310,03,3.00,3.00,Closed,Active,15,15,15,15,1,Y,1/24/2022,5/20/2022,1,1,1:00:00 PM,1:50:00 PM,M,,W,,,,,VA,101,BKSFLD,Ceramics,,32,P
2223,1,31652,A&H,ART,3310,04,3.00,3.00,Closed,Active,15,15,15,15,1,Y,1/24/2022,5/20/2022,1,1,1:51:00 PM,3:05:00 PM,M,,W,,,,,VA,101,BKSFLD,Ceramics,,32,P
2223,1,31921,BPA,BA,1008,06,3.00,3.00,Closed,Cancelled,45,45,0,0,0,N,,,,,,,?,?,?,?,?,?,?,,,BKSFLD,Perspectives in Business,,32,P
2223,1,31930,BPA,BA,2900,01,1.00,1.00,Open,Active,45,45,12,0,0,N,1/24/2022,5/20/2022,0,0,9:00:00 AM,9:50:00 AM,M,,,,,,,DDH,103E,BKSFLD,Intro to Business Professions,,32,P
2223,1,31931,BPA,BA,2900,02,1.00,1.00,Open,Active,45,45,13,0,0,N,1/24/2022,5/20/2022,1,1,5:30:00 PM,6:20:00 PM,,,W,,,,,DDH,105H,BKSFLD,Intro to Business Professions,,32,P
2223,1,32294,SS&E,CAFS,1100,60,3.00,3.00,Open,Active,45,45,19,25,0,Y,1/24/2022,5/20/2022,0,0,8:30:00 AM,9:45:00 AM,,T,,R,,,,WEB,ON-LINE,BKSFLD,Intro to Child Adol & Fam Stud,,96,OL
2223,1,32295,SS&E,CAFS,1100,61,3.00,3.00,Closed,Active,45,45,45,25,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Intro to Child Adol & Fam Stud,,96,OL
2223,1,32296,SS&E,CAFS,1100,70,3.00,3.00,Closed,Active,30,30,30,15,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Intro to Child Adol & Fam Stud,,96,OL
2223,1,32297,SS&E,CAFS,1100,75,3.00,3.00,Open,Active,15,15,14,15,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,AV,Intro to Child Adol & Fam Stud,,96,OL
2223,1,32303,SS&E,CAFS,2080,60,3.00,3.00,Closed,Active,45,45,45,25,13,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,"Child, Family, and Community",,96,OL
2223,1,32305,SS&E,CAFS,2200,60,3.00,3.00,Open,Active,45,45,14,25,0,Y,1/24/2022,5/20/2022,1,2,6:00:00 PM,8:30:00 PM,,T,,,,,,WEB,ON-LINE,BKSFLD,Curr/Proced/Lab Exper for Chld,,96,OL
2223,1,32306,SS&E,CAFS,2300,60,3.00,3.00,Open,Active,45,45,22,25,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Curr/Proced/Lab Exp in El Schl,,96,OL
2223,1,32309,SS&E,CAFS,2500,60,3.00,3.00,Closed,Active,45,45,45,25,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Child Health/Safety/Nutrition,,96,OL
2223,1,32312,SS&E,CAFS,2800,60,3.00,3.00,Open,Active,45,45,13,25,0,Y,1/24/2022,5/20/2022,1,2,5:30:00 PM,8:00:00 PM,,,,R,,,,WEB,ON-LINE,BKSFLD,Multicultural Children's Lit,,96,OL
2223,1,32319,SS&E,CAFS,3140,60,3.00,3.00,Closed,Active,45,45,45,25,5,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,School Aged and Adolescent,,96,OL
2223,1,32360,SS&E,CAFS,3200,60,3.00,3.00,Closed,Active,45,45,45,25,1,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Indiv/Fam Dev Diverse Cultures,,96,OL
2223,1,32361,SS&E,CAFS,3200,70,3.00,3.00,Closed,Active,30,30,30,15,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Indiv/Fam Dev Diverse Cultures,,96,OL
2223,1,32364,SS&E,CAFS,3200,75,3.00,3.00,Closed,Active,15,15,15,15,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,AV,Indiv/Fam Dev Diverse Cultures,,96,OL
2223,1,32365,SS&E,CAFS,3500,60,3.00,3.00,Closed,Active,45,45,45,25,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Child Guidance/Superv/Support,,96,OL
2223,1,32366,SS&E,CAFS,3500,61,3.00,3.00,Open,Active,45,45,26,25,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Child Guidance/Superv/Support,,96,OL
2223,1,32367,SS&E,CAFS,3500,70,3.00,3.00,Open,Active,30,30,5,15,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Child Guidance/Superv/Support,,96,OL
2223,1,32371,SS&E,CAFS,3500,75,3.00,3.00,Closed,Active,15,15,15,15,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,AV,Child Guidance/Superv/Support,,96,OL
2223,1,32374,SS&E,CAFS,3560,70,3.00,3.00,Closed,Active,30,30,30,15,1,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Aging and the Family,,96,OL
2223,1,32376,SS&E,CAFS,3560,71,3.00,3.00,Closed,Active,30,30,30,15,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Aging and the Family,,96,OL
2223,1,32375,SS&E,CAFS,3560,75,3.00,3.00,Open,Active,15,15,7,15,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,AV,Aging and the Family,,96,OL
2223,1,32377,SS&E,CAFS,3560,76,3.00,3.00,Open,Active,15,15,1,15,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,AV,Aging and the Family,,96,OL
2223,1,32378,SS&E,CAFS,3600,60,3.00,3.00,Closed,Active,45,45,45,25,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Parenting and Family Relations,,96,OL
2223,1,32379,SS&E,CAFS,3600,61,3.00,3.00,Open,Active,45,45,34,25,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Parenting and Family Relations,,96,OL
2223,1,32380,SS&E,CAFS,3600,70,3.00,3.00,Open,Active,30,30,8,15,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Parenting and Family Relations,,96,OL
2223,1,32381,SS&E,CAFS,3600,75,3.00,3.00,Closed,Active,15,15,15,15,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,AV,Parenting and Family Relations,,96,OL
2223,1,32395,SS&E,CAFS,3800,60,3.00,3.00,Closed,Active,45,45,45,25,2,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Multiple Perpectives on the Im,,96,OL
2223,1,32396,SS&E,CAFS,3800,70,3.00,3.00,Open,Active,30,30,4,15,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Multiple Perpectives on the Im,,96,OL
2223,1,32397,SS&E,CAFS,3800,75,3.00,3.00,Open,Active,15,15,9,15,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,AV,Multiple Perpectives on the Im,,96,OL
2223,1,32423,SS&E,CAFS,4000,65,3.00,3.00,Open,Active,25,25,24,15,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,AV,Intro to Research Methods,,96,OL
2223,1,32425,SS&E,CAFS,4100,61,3.00,3.00,Closed,Active,25,25,25,15,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Rsrch/Assess/Eval Child/Fam,,96,OL
2223,1,32426,SS&E,CAFS,4100,65,3.00,3.00,Open,Active,25,25,15,15,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,AV,Rsrch/Assess/Eval Child/Fam,,96,OL
2223,1,32431,SS&E,CAFS,4908,61,3.00,3.00,Open,Active,25,25,5,15,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Senior Seminar and Capstone,,96,OL
2223,1,31390,NSM,CHEM,1001,03,2.00,2.00,Closed,Tentative,20,20,0,5,0,Y,1/24/2022,5/20/2022,1,1,4:00:00 PM,6:30:00 PM,,T,,R,,,,SCI II,255,BKSFLD,Foundations of Chemistry Lab,,96,P
2223,1,31602,NSM,CHEM,1602,01,1.00,1.00,Closed,Cancelled,40,40,0,0,0,N,,,,,,,?,?,?,?,?,?,?,,,BKSFLD,Foundations of Physical Chem,,32,P
2223,1,31637,NSM,CHEM,2400,01,2.00,2.00,Open,Active,40,40,36,10,0,Y,1/24/2022,5/20/2022,1,1,2:30:00 PM,3:20:00 PM,M,,W,,,,,WEB,ON-LINE,BKSFLD,Foundations of Biochemistry,,96,OL
2223,1,31726,NSM,CHEM,3500,01,4.00,4.00,Closed,Cancelled,15,15,0,5,0,Y,,,,,,,?,?,?,?,?,?,?,,,BKSFLD,Concepts of Food Analysis,,96,OL
2223,1,31342,A&H,COMM,3008,02,3.00,3.00,Closed,Cancelled,30,30,0,10,0,Y,,,,,,,?,?,?,?,?,?,?,,,BKSFLD,Technical and Report Writing,,08,P
2223,1,31360,A&H,COMM,3008,88,3.00,3.00,Closed,Cancelled,30,30,0,10,0,Y,,,,,,,?,?,?,?,?,?,?,,,BKSFLD,Technical and Report Writing,,96,OL
2223,1,31378,A&H,COMM,3090,02,3.00,3.00,Closed,Cancelled,30,30,0,10,0,Y,,,,,,,?,?,?,?,?,?,?,,,BKSFLD,Strategic Social Media,,08,P
2223,1,31396,A&H,COMM,4210,02,3.00,3.00,Closed,Cancelled,30,30,0,10,0,Y,,,,,,,?,?,?,?,?,?,?,,,BKSFLD,Public Relations Campaigns,,09,P
2223,1,32657,SS&E,CRJU,3150,61,3.00,3.00,Closed,Active,25,25,25,10,10,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Research Methods,,96,OL
2223,1,33179,SS&E,EDLD,6750,60,3.00,3.00,Open,Active,30,30,0,0,0,N,1/29/2022,1/29/2022,0,1,9:00:00 AM,3:00:00 PM,,,,,,S,,WEB,ON-LINE,BKSFLD,Applied Theories of Justice,,96,OL
2223,1,33179,SS&E,EDLD,6750,60,3.00,3.00,Open,Active,30,30,0,0,0,N,2/12/2022,2/12/2022,0,1,9:00:00 AM,3:00:00 PM,,,,,,S,,WEB,ON-LINE,BKSFLD,Applied Theories of Justice,,96,OL
2223,1,33179,SS&E,EDLD,6750,60,3.00,3.00,Open,Active,30,30,0,0,0,N,2/26/2022,2/26/2022,0,1,9:00:00 AM,3:00:00 PM,,,,,,S,,WEB,ON-LINE,BKSFLD,Applied Theories of Justice,,96,OL
2223,1,33179,SS&E,EDLD,6750,60,3.00,3.00,Open,Active,30,30,0,0,0,N,3/12/2022,3/12/2022,0,1,9:00:00 AM,3:00:00 PM,,,,,,S,,WEB,ON-LINE,BKSFLD,Applied Theories of Justice,,96,OL
2223,1,33179,SS&E,EDLD,6750,60,3.00,3.00,Open,Active,30,30,0,0,0,N,3/26/2022,3/26/2022,0,1,9:00:00 AM,3:00:00 PM,,,,,,S,,WEB,ON-LINE,BKSFLD,Applied Theories of Justice,,96,OL
2223,1,33179,SS&E,EDLD,6750,60,3.00,3.00,Open,Active,30,30,0,0,0,N,4/9/2022,4/9/2022,0,1,9:00:00 AM,3:00:00 PM,,,,,,S,,WEB,ON-LINE,BKSFLD,Applied Theories of Justice,,96,OL
2223,1,33179,SS&E,EDLD,6750,60,3.00,3.00,Open,Active,30,30,0,0,0,N,4/23/2022,4/23/2022,0,1,9:00:00 AM,3:00:00 PM,,,,,,S,,WEB,ON-LINE,BKSFLD,Applied Theories of Justice,,96,OL
2223,1,33179,SS&E,EDLD,6750,60,3.00,3.00,Open,Active,30,30,0,0,0,N,5/7/2022,5/7/2022,0,1,9:00:00 AM,3:00:00 PM,,,,,,S,,WEB,ON-LINE,BKSFLD,Applied Theories of Justice,,96,OL
2223,1,31221,SS&E,EDSE,5500,60,4.00,4.00,Open,Active,30,30,0,10,0,Y,1/24/2022,5/20/2022,1,2,5:30:00 PM,8:00:00 PM,,,W,,,,,WEB,ON-LINE,BKSFLD,Assessment for Singl Subj Tchr,,96,OL
2223,1,31222,SS&E,EDSE,5500,61,4.00,4.00,Open,Active,30,30,0,10,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Assessment for Singl Subj Tchr,,96,OL
2223,1,32052,SS&E,EDSP,6860,60,4.00,4.00,Open,Active,30,30,0,10,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Intern Seminar/Supervision,,96,OL
2223,1,32052,SS&E,EDSP,6860,60,4.00,4.00,Open,Active,30,30,0,10,0,Y,1/28/2022,1/28/2022,1,1,4:30:00 PM,7:00:00 PM,,,,,F,,,WEB,ON-LINE,BKSFLD,Intern Seminar/Supervision,,96,OL
2223,1,32052,SS&E,EDSP,6860,60,4.00,4.00,Open,Active,30,30,0,10,0,Y,3/25/2022,3/25/2022,1,1,4:30:00 PM,7:00:00 PM,,,,,F,,,WEB,ON-LINE,BKSFLD,Intern Seminar/Supervision,,96,OL
2223,1,32052,SS&E,EDSP,6860,60,4.00,4.00,Open,Active,30,30,0,10,0,Y,5/6/2022,5/6/2022,1,1,4:30:00 PM,7:00:00 PM,,,,,F,,,WEB,ON-LINE,BKSFLD,Intern Seminar/Supervision,,96,OL
2223,1,32057,SS&E,EDSP,6880,60,4.00,4.00,Open,Active,30,30,14,10,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Final Intern Sem/Suprv in EDSP,,96,OL
2223,1,32057,SS&E,EDSP,6880,60,4.00,4.00,Open,Active,30,30,14,10,0,Y,1/28/2022,1/28/2022,1,1,4:30:00 PM,7:00:00 PM,,,,,F,,,WEB,ON-LINE,BKSFLD,Final Intern Sem/Suprv in EDSP,,96,OL
2223,1,32057,SS&E,EDSP,6880,60,4.00,4.00,Open,Active,30,30,14,10,0,Y,3/25/2022,3/25/2022,1,1,4:30:00 PM,7:50:00 PM,,,,,F,,,WEB,ON-LINE,BKSFLD,Final Intern Sem/Suprv in EDSP,,96,OL
2223,1,32057,SS&E,EDSP,6880,60,4.00,4.00,Open,Active,30,30,14,10,0,Y,5/6/2022,5/6/2022,1,1,4:30:00 PM,7:00:00 PM,,,,,F,,,WEB,ON-LINE,BKSFLD,Final Intern Sem/Suprv in EDSP,,96,OL
2223,1,31412,SS&E,EDTE,3308,88,3.00,3.00,Open,Active,30,30,26,10,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Socio-Cultural Found of Educ,,96,OL
2223,1,33172,SS&E,EDTE,4200,80,3.00,3.00,Open,Active,40,40,16,10,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Technology for Educators,,96,OL
2223,1,33173,SS&E,EDTE,4360,89,3.00,3.00,Open,Active,35,35,5,10,0,Y,1/24/2022,5/20/2022,1,1,4:30:00 PM,7:00:00 PM,M,,,,,,,WEB,ON-LINE,BKSFLD,TPA Cycle 2,,96,OL
2223,EUD,32304,EXED,EDUC,5900,601,3.00,3.00,Open,Active,30,30,14,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,OFFCMP,,EUD,Special Topics,,96,P
2223,EUD,33136,EXED,EDUC,5910,601,3.00,3.00,Open,Active,30,30,1,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,OFFCMP,,EUD,Special Topics,,96,P
2223,EUD,33115,EXED,EDUC,5920,601,3.00,3.00,Open,Active,30,30,3,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,OFFCMP,,EUD,Special Topics,,96,OL
2223,EUD,33137,EXED,EDUC,5930,601,3.00,3.00,Open,Active,30,30,2,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,OFFCMP,,EUD,Special Topics,,96,P
2223,1,32246,A&H,ENGL,1109,12,3.00,3.00,Closed,Tentative,0,25,0,0,0,Y,1/24/2022,5/20/2022,1,1,11:30:00 AM,12:45:00 PM,,T,,R,,,,,,BKSFLD,Writing and Research,,32,HY
2223,1,32401,A&H,ENGL,2310,01,3.00,3.00,Closed,Cancelled,45,45,0,45,0,Y,,,,,,,?,?,?,?,?,?,?,,,BKSFLD,British Lit Survey II,,32,P
2223,1,32286,A&H,ENGL,3119,03,3.00,3.00,Open,Active,30,30,4,30,0,Y,1/24/2022,5/20/2022,1,1,1:00:00 PM,2:15:00 PM,M,,W,,,,,SCI III,102,BKSFLD,Advanced Writing,,32,P
2223,1,32389,NSM,GEOL,1009,63,3.00,3.00,Open,Active,24,24,21,10,0,Y,1/24/2022,5/20/2022,1,1,10:00:00 AM,12:30:00 PM,,,W,,,,,WEB,ON-LINE,BKSFLD,How the Earth Works,,96,OL
2223,1,32390,NSM,GEOL,1009,64,3.00,3.00,Open,Active,24,24,5,10,0,Y,1/24/2022,5/20/2022,1,1,10:00:00 AM,12:30:00 PM,,,,R,,,,WEB,ON-LINE,BKSFLD,How the Earth Works,,96,OL
2223,1,32428,NSM,GEOL,1209,61,3.00,3.00,Open,Active,30,24,28,10,0,Y,1/24/2022,5/20/2022,1,1,10:00:00 AM,12:30:00 PM,,,W,,,,,WEB,ON-LINE,BKSFLD,Natural Disasters,,96,OL
2223,1,32432,NSM,GEOL,1209,62,3.00,3.00,Open,Active,30,30,14,0,0,N,1/24/2022,5/20/2022,1,1,10:00:00 AM,12:30:00 PM,M,,,,,,,WEB,ON-LINE,BKSFLD,Natural Disasters,,96,OL
2223,1,32475,NSM,GEOL,4170,60,4.00,4.00,Closed,Cancelled,24,24,0,10,0,Y,,,,,,,?,?,?,?,?,?,?,,,BKSFLD,Well Log Analysis,,96,OL
2223,1,32476,NSM,GEOL,4170,61,4.00,4.00,Closed,Cancelled,24,24,0,10,0,Y,,,,,,,?,?,?,?,?,?,?,,,BKSFLD,Well Log Analysis,,96,OL
2223,1,32496,NSM,GEOL,4200,60,2.00,2.00,Closed,Cancelled,24,24,0,10,0,Y,,,,,,,?,?,?,?,?,?,?,,,BKSFLD,Professional Development,,96,OL
2223,1,31938,A&H,HIST,4800,40,3.00,3.00,Closed,Active,0,0,0,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,,,BKSFLD,Independent Research,,96,IS
2223,1,31960,A&H,HIST,6000,40,3.00,3.00,Closed,Active,0,0,0,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,,,BKSFLD,History Practicum,,96,IS
2223,1,31962,A&H,HIST,6970,40,3.00,3.00,Closed,Active,0,0,0,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,,,BKSFLD,Master's Thesis,,96,IS
2223,1,31968,A&H,HIST,6980,40,3.00,3.00,Closed,Active,0,0,0,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,,,BKSFLD,Comprehensive Exam-MA,,96,IS
2223,1,31969,A&H,HIST,6990,40,3.00,3.00,Closed,Active,0,0,0,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,,,BKSFLD,Individual Study,,96,IS
2223,1,31971,ALL,INST,3900,01,3.00,3.00,Open,Active,35,35,15,15,0,N,1/24/2022,5/20/2022,1,1,4:00:00 PM,5:15:00 PM,M,,W,,,,,SCI III,103,BKSFLD,Educator as Social Scientist,,32,P
2223,1,31796,SS&E,KINE,3340,60,3.00,3.00,Closed,Cancelled,0,30,0,3,0,Y,,,,,,,?,?,?,?,?,?,?,,,BKSFLD,Child/Adolescent Phys Act/Hlth,,96,OL
2223,1,31812,SS&E,KINE,3340,61,3.00,3.00,Closed,Cancelled,0,30,0,3,0,Y,,,,,,,?,?,?,?,?,?,?,,,BKSFLD,Child/Adolescent Phys Act/Hlth,,96,OL
2223,1,31828,SS&E,KINE,4210,60,3.00,3.00,Open,Active,30,30,20,5,0,Y,1/24/2022,5/20/2022,1,1,12:00:00 PM,12:50:00 PM,M,,W,,,,,WEB,ON-LINE,BKSFLD,Admin & Mgmt of Phys Activity,,96,HY
2223,1,31828,SS&E,KINE,4210,60,3.00,3.00,Open,Active,30,30,20,5,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Admin & Mgmt of Phys Activity,,96,HY
2223,1,32802,SS&E,KINE,4230,60,3.00,3.00,Closed,Active,48,48,48,6,4,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Phys Act for Special Populatio,,96,OL
2223,1,32803,SS&E,KINE,4230,61,3.00,3.00,Closed,Active,48,30,48,6,4,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Phys Act for Special Populatio,,96,OL
2223,EUD,32855,SS&E,KINE,6170,126,3.00,3.00,Open,Active,30,30,0,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,OLP,Kine Practicum/Field Experienc,,96,OL
2223,EUD,32865,SS&E,KINE,6800,126,3.00,3.00,Open,Active,30,30,0,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,OLP,Culminating Experience,,96,OL
2223,1,32215,NSM,MATH,3100,02,1.00,1.00,Closed,Cancelled,20,35,0,99,0,Y,,,,,,,?,?,?,?,?,?,?,,,BKSFLD,Early Field Experiences,,32,HY
2223,1,32202,NSM,MATH,3120,02,5.00,5.00,Open,Active,35,35,9,99,0,Y,1/24/2022,5/20/2022,1,1,1:00:00 PM,2:15:00 PM,,T,,R,,,,SCI III,212,BKSFLD,"Geometry, Probability and Stat",,32,HY
2223,1,32202,NSM,MATH,3120,02,5.00,5.00,Open,Active,35,35,9,99,0,Y,1/24/2022,5/20/2022,1,1,1:00:00 PM,2:40:00 PM,M,,,,,,,SCI III,212,BKSFLD,"Geometry, Probability and Stat",,32,HY
2223,1,32202,NSM,MATH,3120,02,5.00,5.00,Open,Active,35,35,9,99,0,Y,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,"Geometry, Probability and Stat",,32,HY
2223,1,32199,NSM,MATH,3120,90,5.00,5.00,Open,Active,35,35,21,99,0,Y,1/24/2022,5/20/2022,0,0,8:00:00 AM,8:50:00 AM,M,,,,,,,WEB,ON-LINE,BKSFLD,"Geometry, Probability and Stat",,96,OL
2223,1,32199,NSM,MATH,3120,90,5.00,5.00,Open,Active,35,35,21,99,0,Y,1/24/2022,5/20/2022,0,0,8:00:00 AM,9:40:00 AM,,,W,,F,,,WEB,ON-LINE,BKSFLD,"Geometry, Probability and Stat",,96,OL
2223,1,31983,BPA,MGMT,3000,01,3.00,3.00,Closed,Cancelled,45,45,0,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,,,BKSFLD,Organizational Behavior,,32,P
2223,1,31984,BPA,MGMT,3000,02,3.00,3.00,Open,Active,45,45,17,0,0,N,1/24/2022,5/20/2022,2,2,8:30:00 PM,9:45:00 PM,M,,W,,,,,MUS,113,BKSFLD,Organizational Behavior,,32,P
2223,1,32112,BPA,MIS,3000,03,3.00,3.00,Open,Active,45,45,11,0,0,N,1/24/2022,5/20/2022,2,2,8:30:00 PM,9:45:00 PM,,T,,,,,,DDH,105H,BKSFLD,MIS: Concepts and Applications,,32,P
2223,1,32112,BPA,MIS,3000,03,3.00,3.00,Open,Active,45,45,11,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,MIS: Concepts and Applications,,32,P
2223,1,31772,A&H,MUS,3240,01,1.00,1.00,Open,Active,30,30,1,0,0,N,1/24/2022,5/20/2022,1,1,4:00:00 PM,4:55:00 PM,,T,,R,,,,MUS,111,BKSFLD,Guitar Ensemble,,,P
2223,1,31031,NSM,NURS,2131,03,3.00,3.00,Closed,Active,1,1,7,0,0,N,1/24/2022,5/20/2022,0,1,7:00:00 AM,2:30:00 PM,,T,,,,,,OFFCMP,,BKSFLD,Med/Surg Nursing--Clinical,,96,P
2223,1,31031,NSM,NURS,2131,03,3.00,3.00,Closed,Active,1,1,7,0,0,N,1/24/2022,5/20/2022,0,0,7:30:00 AM,9:30:00 AM,,,W,,,,,SCI II,182,BKSFLD,Med/Surg Nursing--Clinical,,96,P
2223,1,31032,NSM,NURS,2131,04,3.00,3.00,Closed,Active,1,1,7,0,0,N,1/24/2022,5/20/2022,0,1,7:00:00 AM,2:30:00 PM,,T,,,,,,OFFCMP,,BKSFLD,Med/Surg Nursing--Clinical,,96,P
2223,1,31032,NSM,NURS,2131,04,3.00,3.00,Closed,Active,1,1,7,0,0,N,1/24/2022,5/20/2022,1,1,10:00:00 AM,12:00:00 PM,,,W,,,,,SCI II,182,BKSFLD,Med/Surg Nursing--Clinical,,96,P
2223,1,33080,NSM,NURS,2131,08,3.00,3.00,Closed,Active,1,1,7,0,0,N,1/24/2022,5/20/2022,0,1,7:00:00 AM,2:30:00 PM,,,W,,,,,OFFCMP,,BKSFLD,Med/Surg Nursing--Clinical,,96,P
2223,1,33080,NSM,NURS,2131,08,3.00,3.00,Closed,Active,1,1,7,0,0,N,1/24/2022,5/20/2022,1,1,3:30:00 PM,5:30:00 PM,,T,,,,,,SCI II,182,BKSFLD,Med/Surg Nursing--Clinical,,96,P
2223,1,31135,NSM,NURS,3131,02,2.00,2.00,Closed,Active,1,1,9,0,0,N,1/24/2022,5/20/2022,0,1,7:00:00 AM,7:00:00 PM,,,W,,,,,OFFCMP,,BKSFLD,Psych/Mental Health--Clinical,,96,P
2223,1,33160,NSM,NURS,3770,60,1.00,1.00,Open,Active,2,2,1,0,0,N,1/24/2022,5/20/2022,,,,,,,,,,,,WEB,ON-LINE,BKSFLD,Theory Refresher - Level 3,,96,OL
